"blocks","Sch","EID","cohort_yr","treatment","Grade","Yrs","Race_White","Gend_Fem","Free_Lunch","Y","Eligible"
"H","H0","C4H208",11,0,3,1,1,0,1,184.301920453674,0
"H","H0","C4H222",11,0,3,1,1,0,0,190.691717474124,0
"H","H0","C4H236",11,0,3,1,1,0,0,179.577588852293,0
"H","H0","C4H289",11,0,3,1,1,1,0,150.281694954176,0
"H","H0","C4H317",11,0,3,1,1,1,0,177.41904764733,0
"H","H0","C4H330",11,0,3,1,0,0,0,145.129889167809,0
"H","H0","C4H337",11,0,3,1,1,0,0,160.935908717041,0
"H","H0","C4H376",11,0,3,1,1,1,1,209.23549826972,0
"H","H0","C4H391",11,0,3,1,1,1,0,123.75560823773,1
"H","H0","C4H411",11,0,3,1,0,0,0,165.756968912584,0
"H","H0","C4H46",11,0,3,1,1,1,0,141.644084246833,0
"H","H0","C4H479",11,0,3,1,0,0,0,146.812348749515,0
"H","H0","C4H49",11,0,3,1,1,1,1,163.654472726283,0
"H","H0","C4H497",11,0,3,1,1,0,0,154.028036190216,0
"H","H0","C4H50",11,0,3,1,1,1,0,140.917637013177,0
"H","H0","C4H534",11,0,3,1,0,1,1,122.707332497916,1
"H","H0","C4H536",11,0,3,1,1,1,1,146.571278131271,0
"H","H0","C4H567",11,0,3,1,1,0,0,106.092401002124,1
"H","H0","C4H616",11,0,3,1,1,0,1,163.161783812746,0
"H","H0","C4H638",11,0,3,1,1,1,0,185.354325978051,0
"H","H0","C4H666",11,0,3,1,1,0,0,183.164141019093,0
"H","H0","C4H67",11,0,3,1,1,0,0,162.841260286012,0
"H","H0","C4H75",11,0,3,1,1,1,1,103.631022486184,1
"H","H0","C4H858",11,0,3,1,1,0,1,159.342126451325,0
"H","H0","C4H869",11,0,3,1,1,1,0,173.2355830632,0
"H","H0","C4H889",11,0,3,1,0,0,0,144.298720209034,0
"H","H0","C4H890",11,0,3,1,1,0,1,167.172068813271,0
"H","H0","C4H897",11,0,3,1,0,0,0,150.268034316632,0
"H","H0","C4H899",11,0,3,1,1,1,0,152.097782894703,0
"H","H0","C4H902",11,0,3,1,1,0,0,206.939590754104,0
"H","H0","C4H904",11,0,3,1,0,1,0,196.074833597198,0
"H","H0","C4H953",11,0,3,1,1,1,1,122.56801897823,1
"H","H0","C4H957",11,0,3,1,1,0,0,173.697830093957,0
"H","H0","C4H96",11,0,3,1,1,1,0,150.497806228865,0
"H","H0","C4H970",11,0,3,1,1,0,0,162.152869851417,0
"I","I0","C4I127",11,0,3,1,1,0,1,167.047159737411,0
"I","I0","C4I143",11,0,3,1,1,1,0,129.10048997368,1
"I","I0","C4I161",11,0,3,1,1,1,0,137.952845814976,0
"I","I0","C4I167",11,0,3,1,1,0,0,103.814375977961,1
"I","I0","C4I173",11,0,3,1,1,0,0,187.940433066282,0
"I","I0","C4I181",11,0,3,1,1,0,0,150.408524547864,0
"I","I0","C4I215",11,0,3,1,1,0,1,129.743089469311,1
"I","I0","C4I261",11,0,3,1,1,1,0,154.77359561811,0
"I","I0","C4I286",11,0,3,1,0,0,0,194.346353100211,0
"I","I0","C4I316",11,0,3,1,1,0,1,165.177317743954,0
"I","I0","C4I371",11,0,3,1,0,1,0,106.40668230944,1
"I","I0","C4I392",11,0,3,1,1,1,0,185.840615159565,0
"I","I0","C4I415",11,0,3,1,0,0,1,154.469104910195,0
"I","I0","C4I422",11,0,3,1,1,0,0,124.404166268093,1
"I","I0","C4I425",11,0,3,1,1,0,0,159.489621850637,0
"I","I0","C4I468",11,0,3,1,1,1,0,117.064986654023,1
"I","I0","C4I493",11,0,3,1,1,0,0,149.367796327111,0
"I","I0","C4I514",11,0,3,1,0,1,0,131.861393318462,1
"I","I0","C4I561",11,0,3,1,1,0,0,129.760427612424,1
"I","I0","C4I566",11,0,3,1,1,0,0,179.097036121702,0
"I","I0","C4I576",11,0,3,1,1,1,0,153.208198421922,0
"I","I0","C4I606",11,0,3,1,1,1,0,125.990453417207,1
"I","I0","C4I701",11,0,3,1,1,0,1,202.558010364128,0
"I","I0","C4I716",11,0,3,1,0,1,1,114.504501010741,1
"I","I0","C4I763",11,0,3,1,1,1,0,195.837907098685,0
"I","I0","C4I774",11,0,3,1,1,0,0,167.294707214216,0
"I","I0","C4I80",11,0,3,1,1,0,0,172.989313052155,0
"I","I0","C4I81",11,0,3,1,1,0,1,142.313968529561,0
"I","I0","C4I852",11,0,3,1,1,0,0,141.495206709638,0
"I","I0","C4I891",11,0,3,1,1,1,1,197.726034117335,0
"I","I0","C4I916",11,0,3,1,1,0,1,141.927573300292,0
"I","I0","C4I945",11,0,3,1,0,0,1,133.480139540658,1
"I","I0","C4I961",11,0,3,1,1,1,0,144.96878280902,0
"I","I0","C4I989",11,0,3,1,1,1,1,160.428593838143,0
"I","I0","C4I998",11,0,3,1,1,0,0,174.443433541457,0
"J","J0","C4J115",11,0,3,1,1,0,1,129.69884368238,1
"J","J0","C4J152",11,0,3,1,1,0,0,148.275296661636,0
"J","J0","C4J166",11,0,3,1,1,1,0,177.071922738605,0
"J","J0","C4J259",11,0,3,1,0,0,1,190.243693644802,0
"J","J0","C4J273",11,0,3,1,1,0,1,149.157801964276,0
"J","J0","C4J31",11,0,3,1,1,1,0,158.145916854952,0
"J","J0","C4J318",11,0,3,1,0,1,0,137.16239735534,0
"J","J0","C4J322",11,0,3,1,1,0,0,157.896223323246,0
"J","J0","C4J398",11,0,3,1,1,0,0,165.163611491403,0
"J","J0","C4J510",11,0,3,1,1,1,0,156.596036762197,0
"J","J0","C4J533",11,0,3,1,0,1,1,180.972386381703,0
"J","J0","C4J542",11,0,3,1,0,1,0,220.920381986476,0
"J","J0","C4J548",11,0,3,1,1,0,1,154.37392772243,0
"J","J0","C4J556",11,0,3,1,1,1,0,135.365572326678,0
"J","J0","C4J677",11,0,3,1,1,0,0,190.401118371795,0
"J","J0","C4J707",11,0,3,1,1,0,0,144.040612033074,0
"J","J0","C4J712",11,0,3,1,1,0,0,202.270587666506,0
"J","J0","C4J720",11,0,3,1,1,1,1,149.736069190793,0
"J","J0","C4J76",11,0,3,1,0,0,0,118.43946216528,1
"J","J0","C4J760",11,0,3,1,1,0,0,116.245016827014,1
"J","J0","C4J804",11,0,3,1,0,0,0,192.065263159085,0
"J","J0","C4J813",11,0,3,1,1,1,0,133.61967119142,1
"J","J0","C4J816",11,0,3,1,1,1,0,182.078086572046,0
"J","J0","C4J826",11,0,3,1,1,0,0,124.513177363816,1
"J","J0","C4J853",11,0,3,1,1,1,0,164.697500809727,0
"J","J0","C4J878",11,0,3,1,1,1,0,187.238500348426,0
"J","J0","C4J881",11,0,3,1,1,1,1,120.570213968226,1
"J","J0","C4J885",11,0,3,1,1,1,0,164.369927290003,0
"J","J0","C4J936",11,0,3,1,1,0,0,179.97971629985,0
"J","J0","C4J955",11,0,3,1,1,0,0,135.095185292208,0
"J","J0","C4J98",11,0,3,1,1,1,1,168.474097449517,0
"J","J0","C4J988",11,0,3,1,0,0,0,138.471555734107,0
"J","J0","C4J99",11,0,3,1,1,1,0,175.811558299888,0
"K","K0","C4K138",11,0,3,1,1,0,1,167.148820189074,0
"K","K0","C4K145",11,0,3,1,1,1,0,163.934309803155,0
"K","K0","C4K159",11,0,3,1,1,1,1,149.634271549685,0
"K","K0","C4K184",11,0,3,1,1,1,0,142.062506930102,0
"K","K0","C4K200",11,0,3,1,1,1,1,162.806749860589,0
"K","K0","C4K246",11,0,3,1,1,0,0,155.074008263625,0
"K","K0","C4K268",11,0,3,1,1,0,0,197.250886370874,0
"K","K0","C4K312",11,0,3,1,0,0,1,141.15807587395,0
"K","K0","C4K323",11,0,3,1,1,1,0,164.920012843444,0
"K","K0","C4K347",11,0,3,1,1,0,0,156.73556546873,0
"K","K0","C4K349",11,0,3,1,1,0,0,156.020118108543,0
"K","K0","C4K36",11,0,3,1,1,0,1,184.553942567584,0
"K","K0","C4K362",11,0,3,1,1,1,1,186.566246677258,0
"K","K0","C4K369",11,0,3,1,1,1,0,196.630190600424,0
"K","K0","C4K461",11,0,3,1,1,1,1,173.067151545894,0
"K","K0","C4K496",11,0,3,1,0,1,1,157.625985796216,0
"K","K0","C4K515",11,0,3,1,1,1,0,182.350994545601,0
"K","K0","C4K53",11,0,3,1,1,1,1,155.219825164384,0
"K","K0","C4K563",11,0,3,1,1,0,1,109.663507433411,1
"K","K0","C4K593",11,0,3,1,1,0,0,142.807102329257,0
"K","K0","C4K623",11,0,3,1,1,1,0,143.559436706597,0
"K","K0","C4K766",11,0,3,1,1,1,0,131.628026116857,1
"K","K0","C4K768",11,0,3,1,0,1,0,193.936075581702,0
"K","K0","C4K8",11,0,3,1,0,1,0,197.09771979294,0
"K","K0","C4K827",11,0,3,1,1,1,0,136.072788033309,0
"K","K0","C4K851",11,0,3,1,0,0,0,154.426320418604,0
"K","K0","C4K893",11,0,3,1,1,0,0,161.588122170252,0
"K","K0","C4K914",11,0,3,1,0,1,0,155.466364457669,0
"K","K0","C4K917",11,0,3,1,1,1,1,209.726144702448,0
"K","K0","C4K921",11,0,3,1,1,1,0,137.036862595964,0
"K","K0","C4K938",11,0,3,1,0,1,0,133.132821241272,1
"K","K0","C4K946",11,0,3,1,1,1,0,165.165267262691,0
"K","K0","C4K981",11,0,3,1,0,0,0,148.10255610355,0
"L","L0","C4L116",11,0,3,1,1,0,0,198.407040340316,0
"L","L0","C4L17",11,0,3,1,1,0,0,163.047532308092,0
"L","L0","C4L196",11,0,3,1,1,0,1,144.66676302864,0
"L","L0","C4L203",11,0,3,1,1,0,0,179.199695300807,0
"L","L0","C4L224",11,0,3,1,1,0,1,156.414241848646,0
"L","L0","C4L25",11,0,3,1,1,1,1,158.318888309641,0
"L","L0","C4L272",11,0,3,1,1,0,1,170.411264999889,0
"L","L0","C4L325",11,0,3,1,1,0,0,180.046063928221,0
"L","L0","C4L363",11,0,3,1,1,1,0,246.062236493844,0
"L","L0","C4L366",11,0,3,1,1,0,0,167.700617671165,0
"L","L0","C4L402",11,0,3,1,1,0,1,163.115808496945,0
"L","L0","C4L424",11,0,3,1,1,0,0,115.174401009992,1
"L","L0","C4L428",11,0,3,1,1,1,1,175.743772143031,0
"L","L0","C4L438",11,0,3,1,1,0,0,168.920557463555,0
"L","L0","C4L516",11,0,3,1,1,1,0,149.225284442454,0
"L","L0","C4L594",11,0,3,1,1,1,1,195.0199843187,0
"L","L0","C4L61",11,0,3,1,1,1,1,180.904059170984,0
"L","L0","C4L632",11,0,3,1,1,0,1,149.464173110701,0
"L","L0","C4L651",11,0,3,1,1,0,0,138.358411812112,0
"L","L0","C4L663",11,0,3,1,1,0,0,123.242352868632,1
"L","L0","C4L665",11,0,3,1,1,1,0,176.242584249343,0
"L","L0","C4L700",11,0,3,1,0,0,0,164.356934265394,0
"L","L0","C4L740",11,0,3,1,1,0,0,182.665318779839,0
"L","L0","C4L747",11,0,3,1,0,0,1,138.857928946105,0
"L","L0","C4L773",11,0,3,1,1,0,1,177.510641802837,0
"L","L0","C4L780",11,0,3,1,1,0,0,191.228287545563,0
"L","L0","C4L833",11,0,3,1,1,1,1,168.956013134253,0
"L","L0","C4L837",11,0,3,1,1,0,0,159.920714737345,0
"L","L0","C4L847",11,0,3,1,1,0,0,132.173539238337,1
"L","L0","C4L924",11,0,3,1,1,1,0,102.183088331959,1
"L","L0","C4L944",11,0,3,1,1,0,1,118.880092000827,1
"M","M0","C4M100",11,0,3,1,1,1,0,137.646532009471,0
"M","M0","C4M11",11,0,3,1,1,0,0,177.180053631796,0
"M","M0","C4M122",11,0,3,1,1,0,0,207.361562702625,0
"M","M0","C4M146",11,0,3,1,1,0,0,181.516799436418,0
"M","M0","C4M148",11,0,3,1,1,0,0,158.888326750508,0
"M","M0","C4M171",11,0,3,1,1,0,0,142.115750180373,0
"M","M0","C4M187",11,0,3,1,1,0,0,162.164495260043,0
"M","M0","C4M217",11,0,3,1,1,1,0,181.348251224468,0
"M","M0","C4M244",11,0,3,1,1,0,0,182.453653185156,0
"M","M0","C4M256",11,0,3,1,1,0,1,158.443143620575,0
"M","M0","C4M280",11,0,3,1,0,1,0,154.739265770085,0
"M","M0","C4M305",11,0,3,1,0,1,1,158.551442990997,0
"M","M0","C4M328",11,0,3,1,1,1,0,139.144729329917,0
"M","M0","C4M382",11,0,3,1,1,1,1,152.740888389417,0
"M","M0","C4M40",11,0,3,1,1,1,0,197.295895787733,0
"M","M0","C4M432",11,0,3,1,1,0,0,165.063206571924,0
"M","M0","C4M452",11,0,3,1,1,1,0,174.406131857466,0
"M","M0","C4M467",11,0,3,1,1,1,0,208.906796648257,0
"M","M0","C4M471",11,0,3,1,1,1,0,138.449031543157,0
"M","M0","C4M483",11,0,3,1,0,1,1,174.234335304126,0
"M","M0","C4M489",11,0,3,1,0,0,0,127.515793900966,1
"M","M0","C4M520",11,0,3,1,1,0,1,147.34879491886,0
"M","M0","C4M530",11,0,3,1,1,0,0,124.941037378532,1
"M","M0","C4M598",11,0,3,1,0,0,1,157.800636851427,0
"M","M0","C4M608",11,0,3,1,1,0,1,111.691331912938,1
"M","M0","C4M63",11,0,3,1,0,1,0,121.128221467379,1
"M","M0","C4M639",11,0,3,1,0,0,1,117.42607845085,1
"M","M0","C4M657",11,0,3,1,1,0,1,163.264539617216,0
"M","M0","C4M711",11,0,3,1,0,1,1,180.526036020364,0
"M","M0","C4M741",11,0,3,1,1,1,0,159.772834725261,0
"M","M0","C4M757",11,0,3,1,1,1,0,150.637493969009,0
"M","M0","C4M765",11,0,3,1,0,0,0,101.300258965899,1
"M","M0","C4M77",11,0,3,1,1,1,1,170.075027795304,0
"M","M0","C4M776",11,0,3,1,1,1,0,197.536717508482,0
"M","M0","C4M79",11,0,3,1,0,0,0,163.188049225045,0
"M","M0","C4M817",11,0,3,1,0,1,0,149.376528832,0
"M","M0","C4M824",11,0,3,1,1,0,0,208.701721903655,0
"M","M0","C4M841",11,0,3,1,1,0,1,184.361297238969,0
"M","M0","C4M860",11,0,3,1,0,1,1,161.296191528036,0
"M","M0","C4M862",11,0,3,1,1,0,1,166.575865097515,0
"M","M0","C4M920",11,0,3,1,1,1,0,159.76317318834,0
"M","M0","C4M939",11,0,3,1,1,0,1,93.1279102827175,1
"N","N0","C4N103",11,0,3,1,1,1,0,151.350123337668,0
"N","N0","C4N157",11,0,3,1,1,1,0,186.204790478585,0
"N","N0","C4N179",11,0,3,1,0,0,1,139.325647533341,0
"N","N0","C4N180",11,0,3,1,0,0,0,178.566561234833,0
"N","N0","C4N193",11,0,3,1,0,1,0,222.374101466234,0
"N","N0","C4N219",11,0,3,1,1,1,0,178.03878651958,0
"N","N0","C4N234",11,0,3,1,1,1,0,166.069597139738,0
"N","N0","C4N264",11,0,3,1,1,1,0,188.694704526162,0
"N","N0","C4N288",11,0,3,1,1,0,0,137.067008164339,0
"N","N0","C4N300",11,0,3,1,1,0,1,123.953468593678,1
"N","N0","C4N313",11,0,3,1,1,1,1,96.8308478314535,1
"N","N0","C4N321",11,0,3,1,1,0,1,206.364224447036,0
"N","N0","C4N37",11,0,3,1,1,1,0,149.076364805906,0
"N","N0","C4N385",11,0,3,1,1,1,1,140.576857499677,0
"N","N0","C4N397",11,0,3,1,1,0,0,143.329739049665,0
"N","N0","C4N412",11,0,3,1,1,0,0,127.574028165917,1
"N","N0","C4N430",11,0,3,1,0,1,0,228.607263963895,0
"N","N0","C4N435",11,0,3,1,0,0,1,168.897796491775,0
"N","N0","C4N45",11,0,3,1,1,0,0,215.987446454335,0
"N","N0","C4N504",11,0,3,1,1,0,0,143.288287420587,0
"N","N0","C4N512",11,0,3,1,1,1,0,172.51994757872,0
"N","N0","C4N526",11,0,3,1,0,1,0,194.237214752963,0
"N","N0","C4N543",11,0,3,1,0,0,0,145.815320793684,0
"N","N0","C4N574",11,0,3,1,1,1,0,186.370276846004,0
"N","N0","C4N583",11,0,3,1,1,0,0,206.391239205125,0
"N","N0","C4N679",11,0,3,1,1,1,0,117.507418550223,1
"N","N0","C4N682",11,0,3,1,1,1,0,164.558936625998,0
"N","N0","C4N704",11,0,3,1,1,1,0,173.077768028301,0
"N","N0","C4N749",11,0,3,1,0,0,0,148.464600446818,0
"N","N0","C4N777",11,0,3,1,0,0,0,123.379771035626,1
"N","N0","C4N825",11,0,3,1,1,0,0,145.045251104161,0
"N","N0","C4N931",11,0,3,1,1,0,0,151.989972613494,0
"N","N0","C4N993",11,0,3,1,0,1,1,118.54251986558,1
"O","O0","C4O102",11,0,3,1,1,0,0,184.981633189198,0
"O","O0","C4O125",11,0,3,1,1,1,1,215.990791445317,0
"O","O0","C4O131",11,0,3,1,1,0,1,165.423631943158,0
"O","O0","C4O134",11,0,3,1,1,1,0,134.626794497494,1
"O","O0","C4O137",11,0,3,1,0,0,0,141.103206319818,0
"O","O0","C4O149",11,0,3,1,1,1,1,177.640601339386,0
"O","O0","C4O15",11,0,3,1,1,0,0,186.833151957114,0
"O","O0","C4O18",11,0,3,1,1,1,1,120.987424819778,1
"O","O0","C4O22",11,0,3,1,0,1,0,132.631494362903,1
"O","O0","C4O240",11,0,3,1,1,0,0,193.48144767797,0
"O","O0","C4O250",11,0,3,1,0,0,1,138.171001531798,0
"O","O0","C4O277",11,0,3,1,1,1,0,150.740059681422,0
"O","O0","C4O296",11,0,3,1,1,0,1,152.228899613558,0
"O","O0","C4O299",11,0,3,1,0,0,0,161.98621687479,0
"O","O0","C4O30",11,0,3,1,1,1,1,170.774267568332,0
"O","O0","C4O311",11,0,3,1,1,0,1,176.798716599847,0
"O","O0","C4O341",11,0,3,1,1,0,1,141.302650517542,0
"O","O0","C4O43",11,0,3,1,1,1,0,159.501899771062,0
"O","O0","C4O440",11,0,3,1,1,1,0,171.252709613506,0
"O","O0","C4O444",11,0,3,1,1,0,0,159.844612192798,0
"O","O0","C4O450",11,0,3,1,1,0,0,175.429092258445,0
"O","O0","C4O457",11,0,3,1,0,1,0,218.347168681145,0
"O","O0","C4O469",11,0,3,1,1,0,0,161.118479570185,0
"O","O0","C4O495",11,0,3,1,1,0,0,180.339872277044,0
"O","O0","C4O506",11,0,3,1,1,0,0,195.857301514189,0
"O","O0","C4O507",11,0,3,1,1,0,1,163.117139264195,0
"O","O0","C4O523",11,0,3,1,1,1,1,156.718659528163,0
"O","O0","C4O584",11,0,3,1,1,0,0,154.773948553151,0
"O","O0","C4O603",11,0,3,1,1,1,0,132.162339293842,1
"O","O0","C4O610",11,0,3,1,1,0,0,197.354509848422,0
"O","O0","C4O611",11,0,3,1,1,1,1,147.606193196745,0
"O","O0","C4O612",11,0,3,1,0,1,1,144.749486386577,0
"O","O0","C4O619",11,0,3,1,0,1,0,129.979783331246,1
"O","O0","C4O628",11,0,3,1,1,1,0,189.769657278025,0
"O","O0","C4O629",11,0,3,1,0,1,0,175.123539604065,0
"O","O0","C4O636",11,0,3,1,0,0,0,144.504835915833,0
"O","O0","C4O658",11,0,3,1,1,0,0,135.630346390891,0
"O","O0","C4O660",11,0,3,1,0,0,0,175.745369254837,0
"O","O0","C4O667",11,0,3,1,1,1,0,193.702016334886,0
"O","O0","C4O673",11,0,3,1,1,0,0,163.590155463641,0
"O","O0","C4O694",11,0,3,1,1,0,1,137.068927379668,0
"O","O0","C4O698",11,0,3,1,1,1,1,162.737203872708,0
"O","O0","C4O70",11,0,3,1,1,0,1,147.949604573922,0
"O","O0","C4O739",11,0,3,1,0,0,0,160.544537623684,0
"O","O0","C4O840",11,0,3,1,0,0,1,147.441757854079,0
"O","O0","C4O908",11,0,3,1,1,0,1,179.454996407623,0
"O","O0","C4O91",11,0,3,1,1,0,1,195.319828733041,0
"O","O0","C4O929",11,0,3,1,0,1,0,196.601231840491,0
"O","O0","C4O934",11,0,3,1,1,0,0,106.172337361577,1
"O","O0","C4O951",11,0,3,1,1,1,1,185.008809485449,0
"O","O0","C4O976",11,0,3,1,1,1,0,166.777140766274,0
"P","P0","C4P101",11,0,3,1,1,0,0,175.242946272323,0
"P","P0","C4P105",11,0,3,1,1,0,0,177.355361268643,0
"P","P0","C4P141",11,0,3,1,0,0,0,159.922892808871,0
"P","P0","C4P19",11,0,3,1,0,1,0,175.606241367751,0
"P","P0","C4P207",11,0,3,1,1,0,0,164.927395310607,0
"P","P0","C4P265",11,0,3,1,1,0,1,139.973353640703,0
"P","P0","C4P309",11,0,3,1,1,0,1,143.996786135003,0
"P","P0","C4P348",11,0,3,1,1,1,0,141.259442658127,0
"P","P0","C4P360",11,0,3,1,1,0,0,143.216908130462,0
"P","P0","C4P375",11,0,3,1,1,0,0,195.812940568396,0
"P","P0","C4P403",11,0,3,1,1,0,0,175.654741650493,0
"P","P0","C4P41",11,0,3,1,1,1,0,147.438444833196,0
"P","P0","C4P417",11,0,3,1,1,0,0,183.141934842397,0
"P","P0","C4P470",11,0,3,1,1,1,1,160.288278574746,0
"P","P0","C4P472",11,0,3,1,1,1,0,142.403228132615,0
"P","P0","C4P474",11,0,3,1,0,1,0,213.496131077705,0
"P","P0","C4P501",11,0,3,1,1,1,0,178.876825532309,0
"P","P0","C4P502",11,0,3,1,0,1,0,136.032724933912,0
"P","P0","C4P509",11,0,3,1,1,0,0,152.897391951481,0
"P","P0","C4P521",11,0,3,1,1,0,1,174.740621685977,0
"P","P0","C4P539",11,0,3,1,0,0,0,187.627420234725,0
"P","P0","C4P540",11,0,3,1,1,0,0,147.616211791716,0
"P","P0","C4P634",11,0,3,1,1,0,0,179.606953801007,0
"P","P0","C4P644",11,0,3,1,1,1,0,144.486459595564,0
"P","P0","C4P661",11,0,3,1,1,0,0,170.061757962056,0
"P","P0","C4P695",11,0,3,1,1,1,1,136.467530994175,0
"P","P0","C4P73",11,0,3,1,1,1,0,108.707096190097,1
"P","P0","C4P733",11,0,3,1,1,1,0,174.383274095333,0
"P","P0","C4P751",11,0,3,1,1,1,1,159.179299529691,0
"P","P0","C4P759",11,0,3,1,1,0,0,176.463004105458,0
"P","P0","C4P800",11,0,3,1,1,1,1,152.973388521383,0
"P","P0","C4P831",11,0,3,1,1,0,0,167.068992191752,0
"P","P0","C4P835",11,0,3,1,1,0,0,153.615774441204,0
"P","P0","C4P838",11,0,3,1,0,1,0,171.887541522242,0
"P","P0","C4P849",11,0,3,1,0,0,1,180.539198677807,0
"P","P0","C4P856",11,0,3,1,1,0,0,129.221351299019,1
"P","P0","C4P877",11,0,3,1,1,0,1,156.147466796749,0
"P","P0","C4P92",11,0,3,1,1,0,0,150.233335691315,0
"P","P0","C4P991",11,0,3,1,1,0,0,225.633862466499,0
"P","P0","C4P996",11,0,3,1,1,1,0,159.616632984592,0
"Q","Q0","C4Q112",11,0,3,1,0,0,0,178.806639464667,0
"Q","Q0","C4Q164",11,0,3,1,1,1,1,112.139269443084,1
"Q","Q0","C4Q172",11,0,3,1,1,1,0,171.979153307067,0
"Q","Q0","C4Q178",11,0,3,1,1,1,0,154.810906636512,0
"Q","Q0","C4Q227",11,0,3,1,1,1,1,148.545172306524,0
"Q","Q0","C4Q238",11,0,3,1,0,0,1,151.235465931078,0
"Q","Q0","C4Q310",11,0,3,1,1,0,0,107.063091086984,1
"Q","Q0","C4Q33",11,0,3,1,1,1,0,84.7180500456786,1
"Q","Q0","C4Q339",11,0,3,1,1,0,0,162.988358780048,0
"Q","Q0","C4Q346",11,0,3,1,1,1,0,146.276734653916,0
"Q","Q0","C4Q359",11,0,3,1,1,1,0,141.678431862066,0
"Q","Q0","C4Q364",11,0,3,1,1,0,0,161.798296568269,0
"Q","Q0","C4Q379",11,0,3,1,0,0,0,179.753314018114,0
"Q","Q0","C4Q386",11,0,3,1,1,1,0,142.140431937645,0
"Q","Q0","C4Q418",11,0,3,1,1,0,0,147.343462278583,0
"Q","Q0","C4Q456",11,0,3,1,1,1,0,144.285924691853,0
"Q","Q0","C4Q480",11,0,3,1,1,1,0,186.843664005024,0
"Q","Q0","C4Q487",11,0,3,1,0,1,0,141.434271410037,0
"Q","Q0","C4Q490",11,0,3,1,1,1,0,140.263117876948,0
"Q","Q0","C4Q527",11,0,3,1,1,1,1,164.95790462913,0
"Q","Q0","C4Q544",11,0,3,1,0,0,0,110.989833176543,1
"Q","Q0","C4Q590",11,0,3,1,0,0,1,159.038949688894,0
"Q","Q0","C4Q599",11,0,3,1,1,0,0,145.29108459032,0
"Q","Q0","C4Q602",11,0,3,1,1,1,0,153.237933730595,0
"Q","Q0","C4Q617",11,0,3,1,1,1,0,128.641514399393,1
"Q","Q0","C4Q625",11,0,3,1,1,1,0,156.618555783751,0
"Q","Q0","C4Q626",11,0,3,1,1,1,0,179.847346253272,0
"Q","Q0","C4Q709",11,0,3,1,1,1,0,124.361838519963,1
"Q","Q0","C4Q748",11,0,3,1,0,1,0,140.768883759642,0
"Q","Q0","C4Q775",11,0,3,1,1,1,1,158.83628378476,0
"Q","Q0","C4Q781",11,0,3,1,1,0,0,166.297916866737,0
"Q","Q0","C4Q787",11,0,3,1,1,0,1,114.821835473723,1
"Q","Q0","C4Q790",11,0,3,1,1,1,0,118.87218068031,1
"Q","Q0","C4Q809",11,0,3,1,1,1,0,164.645602496902,0
"Q","Q0","C4Q846",11,0,3,1,1,0,1,149.851609644869,0
"Q","Q0","C4Q85",11,0,3,1,1,1,0,157.653512965365,0
"Q","Q0","C4Q894",11,0,3,1,1,0,1,162.73982716245,0
"Q","Q0","C4Q895",11,0,3,1,1,1,1,151.67130596103,0
"Q","Q0","C4Q898",11,0,3,1,1,1,0,191.905713834902,0
"Q","Q0","C4Q918",11,0,3,1,0,0,0,160.572542139675,0
"Q","Q0","C4Q969",11,0,3,1,0,1,0,156.902415767849,0
"R","R0","C4R104",11,0,3,1,1,0,0,160.182278933996,0
"R","R0","C4R139",11,0,3,1,1,0,0,220.006415355938,0
"R","R0","C4R144",11,0,3,1,0,0,0,192.994825601653,0
"R","R0","C4R150",11,0,3,1,1,0,0,111.394791022651,1
"R","R0","C4R205",11,0,3,1,1,0,0,179.202302078566,0
"R","R0","C4R211",11,0,3,1,1,1,0,175.231492014037,0
"R","R0","C4R291",11,0,3,1,1,0,0,192.464024259323,0
"R","R0","C4R308",11,0,3,1,1,0,0,125.601804205092,1
"R","R0","C4R332",11,0,3,1,1,0,0,158.963661070546,0
"R","R0","C4R34",11,0,3,1,1,0,0,147.374715607147,0
"R","R0","C4R374",11,0,3,1,1,1,1,157.357448555794,0
"R","R0","C4R414",11,0,3,1,0,0,0,126.958591897641,1
"R","R0","C4R552",11,0,3,1,1,1,0,143.332357028332,0
"R","R0","C4R585",11,0,3,1,0,1,1,165.179953985054,0
"R","R0","C4R637",11,0,3,1,0,0,0,160.655941174071,0
"R","R0","C4R668",11,0,3,1,0,0,0,124.055274036109,1
"R","R0","C4R696",11,0,3,1,1,0,1,124.745952193932,1
"R","R0","C4R699",11,0,3,1,1,1,1,141.370944739099,0
"R","R0","C4R727",11,0,3,1,1,1,0,149.475700876217,0
"R","R0","C4R823",11,0,3,1,1,0,0,174.440962809716,0
"R","R0","C4R845",11,0,3,1,0,0,0,159.560893336148,0
"R","R0","C4R883",11,0,3,1,1,0,0,157.999112575056,0
"R","R0","C4R887",11,0,3,1,1,0,1,197.075070670778,0
"R","R0","C4R900",11,0,3,1,0,0,0,159.944617250988,0
"R","R0","C4R903",11,0,3,1,1,1,0,140.677969162531,0
"R","R0","C4R915",11,0,3,1,1,0,0,172.655141222602,0
"S","S0","C4S109",11,0,3,1,1,0,0,126.670086628896,1
"S","S0","C4S111",11,0,3,1,1,0,0,182.04077195383,0
"S","S0","C4S117",11,0,3,1,1,0,0,133.960114938141,1
"S","S0","C4S119",11,0,3,1,1,0,1,165.529334342112,0
"S","S0","C4S13",11,0,3,1,1,1,1,210.922449842999,0
"S","S0","C4S176",11,0,3,1,1,0,0,154.853590363555,0
